"Type","Subline Code","Tariff","No Pass","Class","Unit","2015","2014","2013","2012","2011","2010","2009","2008","Body Type"
"KIA","PC","1","0","B","KIA CARENS 2.0 LX CRDI A/T","0","0","0","0","615000","0","0","0","SUV"
"KIA","PC","1","7","B","KIA CARENS 2.0 LX CRDI M/T","0","0","0","0","585000","0","0","0","SUV"
"KIA","PC","1","7","B","KIA CARENS 2.0 LX CRDI VGT A/T","0","0","0","680000","0","0","0","0","SUV"
"KIA","PC","1","7","B","KIA CARENS 2.0 LX CRDI VGT M/T","0","0","0","645000","0","0","0","0","SUV"
"KIA","PC","1","7","B","KIA CARENS 2.0EX CRDI A/T","0","0","0","0","0","800000","0","0","SUV"
"KIA","PC","1","7","B","KIA CARENS 2.0LX CRDI A/T","0","0","0","0","0","555000","0","0","SUV"
"KIA","PC","1","7","B","KIA CARENS 2.0LX CRDI M/T","0","0","0","0","0","665000","0","0","SUV"
"KIA","PC","1","7","B","KIA CARENS EX 2.0 A/T","0","0","0","0","0","0","700000","620000","SUV"
"KIA","PC","1","7","B","KIA CARENS EX CRDI A/T","0","0","0","0","0","0","0","575000","SUV"
"KIA","PC","1","7","B","KIA CARENS LX 2.0 A/T","0","0","0","0","0","0","655000","580000","SUV"
"KIA","PC","1","7","B","KIA CARENS LX 2.0 M/T","0","0","0","0","0","0","625000","550000","SUV"
"KIA","PC","1","7","B","KIA CARENSLX 2.0 CRDI A/T","0","0","0","0","0","0","0","525000","SUV"
"KIA","PC","1","7","B","KIA CARENSLX 2.0 CRDI M/T","0","0","0","0","0","0","0","500000","SUV"
"KIA","PC","1","8","C","KIA CARNIVAL 2.9 EX CRDI A/T","0","0","0","1115000","0","0","0","0","MPV"
"KIA","PC","1","8","C","KIA CARNIVAL 2.9 EX LWB CRDI A/T","0","1390000","1225000","0","0","0","0","0","MPV"
"KIA","PC","1","8","C","KIA CARNIVAL 2.9 LX CRDI A/T","0","0","0","1045000","0","0","0","0","MPV"
"KIA","PC","1","7","C","KIA CARNIVAL 2.9 LX CRDI M/T","0","0","0","835000","0","0","0","0","MPV"
"KIA","PC","1","7","C","KIA CARNIVAL EX LWB A/T","0","0","0","1215000","1070000","945000","830000","730000","MPV"
"KIA","PC","1","7","C","KIA CARNIVAL EX SWB A/T","0","0","0","0","0","1050000","925000","815000","MPV"
"KIA","PC","1","7","C","KIA CARNIVAL LX LWB A/T","0","0","0","0","905000","800000","705000","620000","MPV"
"KIA","PC","1","7","C","KIA CARNIVAL LX SWB A/T","0","0","0","0","0","990000","875000","770000","MPV"
"KIA","PC","1","7","C","KIA CARNIVAL LX SWB M/T","0","0","0","0","0","945000","835000","720000","MPV"
"KIA","PC","1","5","B","KIA FORTE 1.6 LX A/T","0","740000","655000","575000","0","0","0","0","SEDAN"
"KIA","PC","1","5","B","KIA FORTE 2.0 EX A/T","0","845000","745000","655000","0","0","0","0","SEDAN"
"KIA","PC","1","2","B","KIA FORTE 2.0 SX 2-DR A/T","0","0","0","1020000","905000","800000","0","0","COUPE"
"KIA","PC","1","5","B","KIA FORTE 2.0 SX 4-DR A/T","0","0","1050000","925000","0","855000","0","0","SEDAN"
"KIA","PC","1","17","B","KIA K2700 PANO 4X2 M/T","0","0","0","0","0","540000","480000","0","AUV"
"KIA","PC","1","17","B","KIA K2700 PANO 4X2AC M/T","0","0","0","0","0","560000","0","0","AUV"
"KIA","PC","1","17","B","KIA K2700 PANO 4X4 M/T","0","0","0","0","0","580000","0","0","AUV"
"KIA","PC","1","17","B","KIA K2700 PANO 4X4AC M/T","0","0","0","0","0","605000","0","0","AUV"
"KIA","PC","1","3","B","KIA KC2700 D/C 4X4 M/T","0","0","0","0","595000","0","525000","0","DROPSIDE"
"KIA","PC","1","3","B","KIA KC2700 DCAB 4X2 M/T","0","0","0","0","670000","0","0","0","PICK UP"
"KIA","PC","1","17","C","KIA KC2700 HSP 4X2 M/T","0","0","0","0","0","0","0","390000","AUV"
"KIA","PC","1","17","C","KIA KC2700 PAN VAN 4X4 M/T","0","0","685000","0","0","0","0","0","AUV"
"KIA","PC","1","7","C","KIA MOHAVE 3.0 4X4 A/T","0","0","0","0","2065000","1820000","1600000","0","SUV"
"KIA","PC","1","7","C","KIA MOHAVE 3.0 EX V6 4X4 A/T","0","0","0","2290000","0","0","0","0","SUV"
"KIA","PC","1","5","B","KIA OPTIMA  A/T","0","0","0","1065000","0","0","0","0","SEDAN"
"KIA","PC","1","5","B","KIA OPTIMA 2.4 EX A/T","0","1315000","1160000","0","0","0","0","0","SEDAN"
"KIA","PC","1","5","A","KIA PICANTO 1.0 EX CVVT A/T","0","540000","480000","420000","0","0","0","0","HATCHBACK"
"KIA","PC","1","5","A","KIA PICANTO 1.0 EX CVVT M/T","0","495000","440000","385000","0","0","0","0","HATCHBACK"
"KIA","PC","1","5","A","KIA PICANTO 1.0 LX  M/T","0","430000","0","0","0","0","0","0","HATCHBACK"
"KIA","PC","1","5","A","KIA PICANTO 1.2 EX CVVT A/T","636000","560000","0","0","0","0","0","0","HATCHBACK"
"KIA","PC","1","5","A","KIA PICANTO 1.2 EX CVVT M/T","0","555000","490000","430000","0","0","0","0","HATCHBACK"
"KIA","PC","1","5","A","KIA PICANTO EX  A/T","0","0","0","0","455000","0","355000","0","HATCHBACK"
"KIA","PC","1","5","A","KIA PICANTO EX  M/T","0","0","0","0","370000","330000","0","255000","HATCHBACK"
"KIA","PC","1","5","A","KIA PICANTO EX 1.1 DLX A/T","0","0","0","430000","0","0","0","0","HATCHBACK"
"KIA","PC","1","5","A","KIA PICANTO GLS  M/T","0","0","0","470000","0","0","0","0","SEDAN"
"KIA","PC","1","5","A","KIA PICANTO LX DLX A/T","0","0","0","0","0","445000","395000","345000","HATCHBACK"
"KIA","PC","1","5","A","KIA PICANTO LX DLX M/T","0","0","0","0","405000","360000","315000","280000","HATCHBACK"
"KIA","PC","1","5","A","KIA PICANTO LX 1.1 DLX M/T","0","0","0","395000","0","0","0","0","HATCHBACK"
"KIA","PC","1","5","A","KIA RIO EX 1.4 4DR A/T","0","575000","575000","0","0","0","0","0","SEDAN"
"KIA","PC","1","5","A","KIA RIO EX 1.4 5DR A/T","0","765000","0","0","0","0","0","0","HATCHBACK"
"KIA","PC","1","5","A","KIA RIO EX 1.4 HATCH A/T","0","0","0","720000","0","0","0","0","SEDAN"
"KIA","PC","1","5","A","KIA RIO EX 1.4 UPGRA A/T","0","0","0","590000","0","0","0","0","SEDAN"
"KIA","PC","1","5","A","KIA RIO EX 1.4  A/T","0","0","0","550000","485000","430000","415000","370000","SEDAN"
"KIA","PC","1","5","A","KIA RIO EX 1.4  M/T","0","625000","555000","485000","0","0","395000","350000","SEDAN"
"KIA","PC","1","5","A","KIA RIO EX-S 1.4  A/T","0","765000","675000","0","0","0","0","0","SEDAN"
"KIA","PC","1","5","A","KIA RIO LX 1.2  M/T","0","545000","480000","505000","0","0","0","0","SEDAN"
"KIA","PC","1","5","A","KIA RIO LX 1.4 WHITE M/T","0","0","0","435000","0","0","0","0","SEDAN"
"KIA","PC","1","5","A","KIA RIO LX 1.4  M/T","0","0","0","0","485000","430000","0","0","SEDAN"
"KIA","PC","1","5","A","KIA RIO SLX 1.2  M/T","0","565000","500000","0","0","0","0","0","SEDAN"
"KIA","PC","1","5","B","KIA SORENTO 2.2 DLX 4X4 A/T","0","0","0","0","1355000","0","0","0","SUV"
"KIA","PC","1","7","B","KIA SORENTO 2.2 EX 4X2 7-STR A/T","0","1595000","0","0","0","0","0","0","SUV"
"KIA","PC","1","7","B","KIA SORENTO 2.2 EX 4X4 7-STR A/T","0","1705000","1505000","0","0","0","0","0","SUV"
"KIA","PC","1","0","A","KIA SORENTO 2.2 LX 4X2 CRDI M/T","0","1150000","1015000","0","0","0","0","0","SUV"
"KIA","PC","1","5","B","KIA SORENTO 2.2 LX 4X4 CRDI A/T","0","1320000","1165000","0","0","0","0","0","SUV"
"KIA","PC","1","7","B","KIA SORENTO DLX 4X4 CRDI 7-STR A/T","0","0","0","1500000","0","0","0","0","SUV"
"KIA","PC","1","5","B","KIA SORENTO EX 2.4 A/T","0","0","0","0","1095000","0","0","0","SUV"
"KIA","PC","1","5","B","KIA SORENTO EX 4X2 A/T","0","0","0","0","0","1030000","0","0","SUV"
"KIA","PC","1","5","B","KIA SORENTO EX 4X4 A/T","0","0","0","0","0","1155000","0","0","SUV"
"KIA","PC","1","5","B","KIA SORENTO EX CRDI A/T","0","0","0","0","0","1045000","920000","810000","SUV"
"KIA","PC","1","5","B","KIA SORENTO EX 2.4 4X2 7-STR A/T","0","1520000","0","1180000","0","0","0","0","SUV"
"KIA","PC","1","7","B","KIA SORENTO EX 2.4 4X4 5-STR A/T","0","0","0","1215000","0","0","0","0","SUV"
"KIA","PC","1","7","B","KIA SORENTO EX 2.4 4X4 7-STR A/T","0","0","0","1285000","0","0","0","0","SUV"
"KIA","PC","1","5","B","KIA SORENTO EX 4X2 CRDI 5-STR A/T","0","0","0","1215000","0","0","0","0","SUV"
"KIA","PC","1","7","B","KIA SORENTO EX 4X2 CRDI 7-STR A/T","0","0","0","1285000","0","0","0","0","SUV"
"KIA","PC","1","5","B","KIA SORENTO EX 4X4 CRDI 5-STR A/T","0","0","0","1285000","0","0","0","0","SUV"
"KIA","PC","1","5","B","KIA SORENTO LX 4X2 A/T","0","0","0","0","840000","740000","0","0","SUV"
"KIA","PC","1","5","B","KIA SORENTO LX 4X4 A/T","0","0","0","0","0","1035000","0","0","SUV"
"KIA","PC","1","5","B","KIA SORENTO LX 2.4 4X2 5-STR A/T","0","1135000","0","0","0","0","0","0","SUV"
"KIA","PC","1","5","B","KIA SORENTO LX 2.4 4X4 5-STR A/T","0","0","0","1215000","0","0","0","0","SUV"
"KIA","PC","1","5","B","KIA SORENTO LX 4X2 CRDI 5-STR A/T","0","0","1345000","1185000","0","0","0","0","SUV"
"KIA","PC","1","5","B","KIA SORENTO LX 4X2 GAS 5-STR A/T","0","0","0","945000","0","0","0","0","SUV"
"KIA","PC","1","5","B","KIA SORENTO LX 4X4 CRDI 5-STR A/T","0","0","0","1215000","0","0","0","0","SUV"
"KIA","PC","1","7","B","KIA SORENTO LX 4X4 CRDI 7-STR A/T","0","0","0","1355000","0","0","0","0","SUV"
"KIA","PC","1","5","B","KIA SOUL EX 2.0  A/T","0","0","0","0","0","855000","755000","0","COMPACT CAR"
"KIA","PC","1","5","A","KIA SOUL LX 1.6  A/T","0","825000","730000","640000","565000","495000","0","0","COMPACT CAR"
"KIA","PC","1","5","B","KIA SOUL LX 2.0  A/T","0","0","0","0","795000","700000","620000","0","COMPACT CAR"
"KIA","PC","1","5","B","KIA SOUL LX 2.0  M/T","0","0","0","0","0","765000","675000","0","COMPACT CAR"
"KIA","PC","1","5","B","KIA SPORTAGE 2.0 4X2 A/T","0","1060000","935000","0","0","0","0","495000","SUV"
"KIA","PC","1","5","B","KIA SPORTAGE 2.0 4X2EX A/T","0","0","0","0","755000","665000","0","0","SUV"
"KIA","PC","1","5","B","KIA SPORTAGE 2.0 4X2LX A/T","0","0","0","0","0","725000","0","0","SUV"
"KIA","PC","1","5","B","KIA SPORTAGE 2.0 4X4 A/T","0","0","1035000","0","0","0","0","0","SUV"
"KIA","PC","1","5","B","KIA SPORTAGE 2.0 4X4EX A/T","0","0","0","0","880000","890000","0","0","SUV"
"KIA","PC","1","5","B","KIA SPORTAGE 2.0 4X2 EX A/T","0","1175000","1030000","810000","0","0","0","0","SUV"
"KIA","PC","1","5","B","KIA SPORTAGE 2.0 4X4 EX A/T","0","0","0","905000","0","0","0","0","SUV"
"KIA","PC","1","5","B","KIA SPORTAGE 2.0 EX 4X4 A/T","0","1150000","0","0","0","0","0","0","SUV"
"KIA","PC","1","5","B","KIA SPORTAGE 2.4 4X4 A/T","0","0","0","1280000","0","0","0","0","SUV"
"KIA","PC","1","5","B","KIA SPORTAGE 2.4 4X4 DLX EX A/T","0","1510000","1330000","1170000","0","0","0","0","SUV"
"KIA","PC","1","5","B","KIA SPORTAGE 4X2 CRDI A/T","0","0","0","0","0","0","0","555000","SUV"
"KIA","PC","1","5","B","KIA SPORTAGE 4X4 CRDI A/T","0","0","0","0","0","0","0","625000","SUV"
"KIA","PC","1","5","B","KIA SPORTAGE CRD 4X2EX A/T","0","0","0","0","0","0","675000","0","SUV"
"KIA","PC","1","5","B","KIA SPORTAGE CRD 4X4EX A/T","0","0","0","0","0","0","760000","0","SUV"
"KIA","PC","1","5","B","KIA SPORTAGE GAS 4X2EX A/T","0","0","0","0","0","0","560000","0","SUV"
"MAZDA","PC","1","5","A","MAZDA 2 1.3 SEDAN M/T","0","0","0","0","405000","360000","0","0","SEDAN"
"MAZDA","PC","1","5","A","MAZDA 2 1.5 5DR A/T","0","0","0","0","445000","0","0","0","HATCHBACK"
"MAZDA","PC","1","5","A","MAZDA 2 1.5 HB A/T","0","0","0","0","0","405000","0","0","HATCHBACK"
"MAZDA","PC","1","5","A","MAZDA 2 1.5 SEDAN A/T","0","0","0","0","465000","410000","0","0","SEDAN"
"MAZDA","PC","1","5","A","MAZDA 2 1.5 SEDAN M/T","0","0","0","0","435000","385000","0","0","SEDAN"
"MAZDA","PC","1","5","A","MAZDA 2 R 1.5 4DR A/T","0","720000","635000","0","0","0","0","0","SEDAN"
"MAZDA","PC","1","0","A","MAZDA 2 R 1.5 5DR A/T","0","730000","645000","570000","0","0","0","0","HATCHBACK"
"MAZDA","PC","1","5","A","MAZDA 2 S 1.3 4DR M/T","724000","640000","565000","495000","0","0","0","0","SEDAN"
"MAZDA","PC","1","5","B","MAZDA 2 S 1.3 5DR M/T","724000","640000","565000","495000","0","0","0","0","HATCHBACK"
"MAZDA","PC","1","0","B","MAZDA 2 S 1.5 5DR M/T","0","0","0","520000","0","0","0","0","HATCHBACK"
"MAZDA","PC","1","5","A","MAZDA 2 SPORT R 1.5 5DR A/T","0","0","660000","585000","0","0","0","0","HATCHBACK"
"MAZDA","PC","1","5","B","MAZDA 2 V 1.5 4DR A/T","0","0","0","570000","0","0","0","0","SEDAN"
"MAZDA","PC","1","5","A","MAZDA 2 V 1.5 4DR M/T","0","675000","595000","525000","0","0","0","0","SEDAN"
"MAZDA","PC","1","5","B","MAZDA 2 V 1.5 5DR A/T","0","0","0","575000","0","0","0","0","HATCHBACK"
"MAZDA","PC","1","5","A","MAZDA 3 1.5 R SKYACTIV 5DR A/T","1198000","0","0","0","0","0","0","0","HATCHABACK"
"MAZDA","PC","1","5","A","MAZDA 3 1.5 V SKYACTIV 4DR A/T","945000","835000","0","0","0","0","0","0","SEDAN"
"MAZDA","PC","1","5","A","MAZDA 3 1.5 V SKYACTIV 5DR A/T","948000","835000","0","0","0","0","0","0","HATCHABACK"
"MAZDA","PC","1","5","A","MAZDA 3 1.6 4DR A/T","0","795000","700000","0","0","0","0","0","SEDAN"
"MAZDA","PC","1","5","A","MAZDA 3 1.6 HB  A/T","0","0","0","0","620000","550000","485000","0","SEDAN"
"MAZDA","PC","1","5","A","MAZDA 3 1.6 HB G/W SAP A/T","0","0","0","0","0","0","0","435000","HATCHBACK"
"MAZDA","PC","1","5","A","MAZDA 3 1.6 S LI A/T","0","0","0","0","0","0","0","435000","SEDAN"
"MAZDA","PC","1","5","A","MAZDA 3 1.6 S  A/T","0","0","695000","615000","540000","475000","420000","0","SEDAN"
"MAZDA","PC","1","5","A","MAZDA 3 1.6 V 4DR A/T","0","880000","775000","685000","0","0","0","0","SEDAN"
"MAZDA","PC","1","5","A","MAZDA 3 1.6 V 5DR A/T","0","970000","855000","755000","0","0","0","0","HATCHBACK"
"MAZDA","PC","1","5","A","MAZDA 3 1.6 V  A/T","0","0","0","0","585000","515000","455000","400000","SEDAN"
"MAZDA","PC","1","5","A","MAZDA 3 2.0 R 4DR A/T","0","1145000","1010000","890000","0","0","0","0","SEDAN"
"MAZDA","PC","1","5","B","MAZDA 3 2.0 R  A/T","0","0","0","0","685000","605000","535000","470000","SEDAN"
"MAZDA","PC","1","5","A","MAZDA 3 2.0 R SKYACTIV 4DR A/T","0","1055000","0","0","0","0","0","0","SEDAN"
"MAZDA","PC","1","5","A","MAZDA 3 2.0 R SKYACTIV 5DR A/T","0","1055000","0","0","0","0","0","0","HATCHBACK"
"MAZDA","PC","1","5","A","MAZDA 3 2.0 SPEED W/ BOSE 4DR A/T","1298000","0","0","0","0","0","0","0","SEDAN"
"MAZDA","PC","1","5","B","MAZDA 6 2.3  A/T","0","0","0","0","0","0","0","595000","SEDAN"
"MAZDA","PC","1","5","B","MAZDA 6 2.5  A/T","1745000","1540000","1355000","1190000","1050000","915000","805000","710000","SEDAN"
"MAZDA","PC","1","5","B","MAZDA 6 2.5 JAPAN CBU A/T","0","0","0","0","1085000","0","0","0","SEDAN"
"MAZDA","PC","1","5","B","MAZDA 6 2.5 SOUL RED  A/T","0","1515000","0","0","0","0","0","0","SEDAN"
"MAZDA","PC","1","5","B","MAZDA BT 50 2.2 4X2 A/T","0","1190000","1050000","0","0","0","0","0","PICK-UP"
"MAZDA","PC","1","5","B","MAZDA BT 50 2.2 4X2 M/T","0","1145000","1010000","0","0","0","0","0","PICK-UP"
"MAZDA","PC","1","5","B","MAZDA BT 50 2.5 4X2 M/T","0","0","0","0","650000","575000","505000","445000","PICK-UP"
"MAZDA","PC","1","5","C","MAZDA BT 50 3.0 4X4 M/T","0","0","0","0","0","865000","765000","0","PICK-UP"
"MAZDA","PC","1","5","B","MAZDA BT 50 3.2 4X4 A/T","0","1380000","1215000","0","0","0","0","0","PICK-UP"
"MAZDA","PC","1","5","B","MAZDA CX-5 2.0 4X2 A/T","0","1285000","1135000","1050000","0","0","0","0","SUV"
"MAZDA","PC","1","5","B","MAZDA CX-5 2.0 4X2 M/T","0","0","0","995000","0","0","0","0","SUV"
"MAZDA","PC","1","5","B","MAZDA CX-5 2.0 PRO FWD A/T","1495000","0","0","0","0","0","0","0","SUV"
"MAZDA","PC","1","5","B","MAZDA CX-5 2.5 SPORT 4X2 A/T","0","1485000","1310000","0","0","0","0","0","SUV"
"MAZDA","PC","1","5","B","MAZDA CX-5 2.5 SPORT AWD A/T","1685000","0","0","0","0","0","0","0","SUV"
"MAZDA","PC","1","5","B","MAZDA CX-7 2.5 4X2 A/T","0","0","1215000","0","0","0","0","0","SUV"
"MAZDA","PC","1","5","B","MAZDA CX-7 2.5  A/T","0","0","0","1100000","970000","855000","750000","0","SUV"
"MAZDA","PC","1","5","B","MAZDA CX-7 LIMITED EDITION  A/T","0","0","0","1210000","0","0","0","0","SUV"
"MAZDA","PC","1","5","C","MAZDA CX-9 3.7 V6 A/T","0","0","0","0","1875000","1655000","1455000","1280000","SUV"
"MAZDA","PC","1","5","B","MAZDA CX-9 3.7 4X2 V6 A/T","1998000","0","1550000","0","0","0","0","0","SUV"
"MAZDA","PC","1","5","C","MAZDA CX-9 3.7 4X4 V6 A/T","0","2115000","0","1635000","0","0","0","0","SUV"
"MAZDA","PC","1","2","B","MAZDA MX-5 2.0 2DR M/T","0","0","0","0","1250000","1250000","0","0","SEDAN"
"MAZDA","PC","1","2","A","MAZDA MX-5 SC 2.0 SC M/T","0","1955000","1725000","1515000","0","0","0","0","COUPE"
"MAZDA","PC","1","2","A","MAZDA MX5 2.0L M/T","0","0","0","0","0","0","1020000","0","2DR"
"MAZDA","PC","1","2","A","MAZDA MX5 ROADSTER 2DR M/T","0","0","0","0","0","0","0","870000","SEDAN"
"MAZDA","PC","1","5","B","MAZDA TRIBUTE 2.3 4X2 A/T","0","0","0","0","0","670000","590000","0","SUV"
"MAZDA","PC","1","5","B","MAZDA TRIBUTE 2.3  A/T","0","0","0","0","0","0","0","495000","SUV"
"MITSUBISHI","PC","1","9","B","MITSUBISHI ADVENTURE GRAND M/T","0","0","0","0","0","0","495000","0","SUV"
"MITSUBISHI","PC","1","9","A","MITSUBISHI ADVENTURE 2.5 GLS M/T","920000","810000","0","0","0","0","0","0","SUV"
"MITSUBISHI","PC","1","9","B","MITSUBISHI ADVENTURE 2.5 GLS-S M/T","0","0","0","655000","580000","510000","450000","395000","SUV"
"MITSUBISHI","PC","1","7","B","MITSUBISHI ADVENTURE 2.5 GLX M/T","860000","760000","670000","610000","540000","475000","420000","370000","SUV"
"MITSUBISHI","PC","1","7","B","MITSUBISHI ADVENTURE 2.5 GX M/T","725000","640000","565000","525000","465000","410000","360000","315000","SUV"
"MITSUBISHI","PC","1","7","B","MITSUBISHI ADVENTURE 2.5 SS M/T","970000","855000","0","695000","615000","540000","475000","420000","SUV"
"MITSUBISHI","PC","1","7","B","MITSUBISHI ADVENTURE 2.5 SS-SE M/T","0","0","770000","690000","0","0","0","0","SUV"
"MITSUBISHI","PC","1","7","B","MITSUBISHI ADVENTURE 2.5 TX M/T","680000","600000","0","0","0","0","0","0","SUV"
"MITSUBISHI","PC","1","7","B","MITSUBISHI ADVENTURE 2.5 GLS-S SE M/T","0","0","730000","0","0","0","0","0","SUV"
"MITSUBISHI","PC","1","7","B","MITSUBISHI ADVENTURE 2.5 GLS-S  M/T","0","810000","0","0","0","0","0","0","SUV"
"MITSUBISHI","PC","1","7","C","MITSUBISHI ADVENTURE 2.5 GLS-SE  A/T","0","0","730000","0","0","0","0","0","SUV"
"MITSUBISHI","PC","1","7","B","MITSUBISHI ADVENTURE 2.5 GLX SE M/T","0","0","675000","0","0","0","0","0","SUV"
"MITSUBISHI","PC","1","9","A","MITSUBISHI ADVENTURE GLS SE 2.5 M/T","0","0","0","605000","0","0","0","0","SUV"
"MITSUBISHI","PC","1","9","B","MITSUBISHI ADVENTURE GLX SE 2.5 M/T","0","0","0","600000","0","0","0","0","SUV"
"MITSUBISHI","PC","1","5","B","MITSUBISHI ASX GLS 2.0 4X2 A/T","0","0","0","0","835000","735000","0","0","SUV"
"MITSUBISHI","PC","1","5","B","MITSUBISHI ASX GLS 2.0 CVT 4X2 A/T","1275000","1125000","0","875000","0","0","0","0","SUV"
"MITSUBISHI","PC","1","0","A","MITSUBISHI ASX GLS 2.0 CVT 4X2 M/T","0","0","0","920000","0","0","0","0","SUV"
"MITSUBISHI","PC","1","0","A","MITSUBISHI ASX GLS 2.0 CVT SE 4X4 M/T","0","0","0","1110000","0","0","0","0","SUV"
"MITSUBISHI","PC","1","5","B","MITSUBISHI ASX GLS SE 4X4 A/T","0","0","0","0","1000000","885000","0","0","SUV"
"MITSUBISHI","PC","1","5","B","MITSUBISHI ASX GLS SE 2.0 CVT 4X4 A/T","0","1365000","0","0","0","0","0","0","SUV"
"MITSUBISHI","PC","1","5","B","MITSUBISHI ASX GLS SE CVT 4X4 A/T","0","0","0","1110000","0","0","0","0","SUV"
"MITSUBISHI","PC","1","5","B","MITSUBISHI ASX GLX 2.0 4X2 M/T","0","0","0","860000","760000","670000","0","0","SUV"
"MITSUBISHI","PC","1","5","B","MITSUBISHI ASX GSR 2.0 CVT 4X2 A/T","1248000","0","0","0","0","0","0","0","SUV"
"MITSUBISHI","PC","1","5","C","MITSUBISHI ECLIPSE 3.8L GT A/T","0","0","0","0","0","1395000","1230000","1085000","SEDAN"
"MITSUBISHI","PC","1","5","B","MITSUBISHI ENDEAVOR 4X2 A/T","0","0","0","0","0","0","0","1005000","PICK-UP"
"MITSUBISHI","PC","1","5","B","MITSUBISHI ENDEAVOR 3.8 4X2 A/T","0","0","0","0","0","0","1050000","0","PICK-UP"
"MITSUBISHI","PC","1","7","B","MITSUBISHI FUZION 2.4 GLX A/T","950000","840000","740000","0","0","0","0","0","SUV"
"MITSUBISHI","PC","1","7","B","MITSUBISHI FUZION GLS SPORT 2.4 A/T","1150000","1015000","895000","790000","695000","610000","540000","475000","SUV"
"MITSUBISHI","PC","1","7","B","MITSUBISHI FUZION GLX GAS A/T","0","0","0","690000","610000","535000","475000","415000","SUV"
"MITSUBISHI","PC","1","5","B","MITSUBISHI GALANT 2.4 SE A/T","0","0","0","1140000","1005000","885000","780000","0","SEDAN"
"MITSUBISHI","PC","1","5","B","MITSUBISHI GALANT 240M  A/T","0","0","0","0","0","0","0","785000","SEDAN"
"MITSUBISHI","PC","1","7","B","MITSUBISHI GRANDIS 2.4  A/T","0","0","0","975000","860000","760000","665000","585000","SUV"
"MITSUBISHI","PC","1","3","A","MITSUBISHI L-200 C/C S-CAB 4X2 M/T","0","0","0","555000","0","0","0","0","PICK-UP"
"MITSUBISHI","PC","1","2","B","MITSUBISHI L-200 GX S-CAB 4X2 M/T","0","0","0","555000","490000","0","0","0","PICK-UP"
"MITSUBISHI","PC","1","3","A","MITSUBISHI L-300 AF AV A/T","0","0","0","0","0","0","265000","0","AUV"
"MITSUBISHI","PC","1","3","B","MITSUBISHI L-300 CC W/ST M/T","0","0","0","0","0","0","0","235000","AUV"
"MITSUBISHI","PC","1","17","A","MITSUBISHI L-300 EXCEED BARE M/T","714000","0","0","0","445000","390000","0","0","AUV"
"MITSUBISHI","PC","1","15","A","MITSUBISHI L-300 EXCEED D A/C M/T","761000","665000","580000","510000","465000","0","0","0","AUV"
"MITSUBISHI","PC","1","17","A","MITSUBISHI L-300 EXCEED S A/C M/T","744000","650000","575000","0","0","0","0","0","AUV"
"MITSUBISHI","PC","1","3","B","MITSUBISHI L-300 FB BARE M/T","0","0","0","0","0","0","370000","330000","AUV"
"MITSUBISHI","PC","1","15","B","MITSUBISHI L-300 FB DLX BARE M/T","689000","605000","535000","470000","415000","365000","0","0","AUV"
"MITSUBISHI","PC","1","3","B","MITSUBISHI L-300 FB DLX D A/C M/T","736000","650000","570000","505000","445000","390000","345000","305000","AUV"
"MITSUBISHI","PC","1","15","B","MITSUBISHI L-300 FB DLX PET M/T","0","0","0","0","420000","370000","0","0","AUV"
"MITSUBISHI","PC","1","15","B","MITSUBISHI L-300 FB DLX S A/C M/T","719000","0","0","515000","455000","400000","355000","310000","AUV"
"MITSUBISHI","PC","1","3","A","MITSUBISHI L-300 FB DLX  A/T","0","0","0","0","0","0","290000","0","AUV"
"MITSUBISHI","PC","1","15","B","MITSUBISHI L-300 FB EXC D A/C M/T","0","0","0","0","0","405000","0","0","AUV"
"MITSUBISHI","PC","1","15","B","MITSUBISHI L-300 FB EXC S A/C M/T","0","0","0","0","0","400000","0","0","AUV"
"MITSUBISHI","PC","1","12","B","MITSUBISHI L-300 VERSA VAN M/T","0","0","0","660000","595000","525000","465000","410000","AUV"
"MITSUBISHI","PC","1","5","A","MITSUBISHI LANCER 1.6 GLX M/T","0","0","0","510000","450000","395000","350000","310000","SEDAN"
"MITSUBISHI","PC","1","5","A","MITSUBISHI LANCER 1.6 CVT GLS A/T","0","0","0","555000","0","0","0","0","SEDAN"
"MITSUBISHI","PC","1","5","A","MITSUBISHI LANCER 1.6 CVT GLX M/T","0","0","605000","0","0","0","0","0","SEDAN"
"MITSUBISHI","PC","1","5","A","MITSUBISHI LANCER CVT GLS A/T","0","0","0","0","485000","430000","380000","335000","SEDAN"
"MITSUBISHI","PC","1","5","A","MITSUBISHI LANCER EVO  M/T","0","0","0","0","0","0","0","1515000","SEDAN"
"MITSUBISHI","PC","1","5","B","MITSUBISHI LANCER EVO X GSR M/T","0","0","0","2330000","2100000","1850000","1630000","0","SEDAN"
"MITSUBISHI","PC","1","5","B","MITSUBISHI LANCER EVO X MR TC A/T","0","0","0","2645000","0","0","0","0","SEDAN"
"MITSUBISHI","PC","1","5","B","MITSUBISHI LANCER EVO X MR TC M/T","0","0","0","0","2385000","2100000","1850000","0","SEDAN"
"MITSUBISHI","PC","1","5","A","MITSUBISHI LANCER EX 1.6 GLX A/T","870000","770000","680000","615000","0","0","0","0","SEDAN"
"MITSUBISHI","PC","1","5","A","MITSUBISHI LANCER EX 1.6 GLX M/T","840000","740000","655000","575000","0","0","0","0","SEDAN"
